Date,E Shredder(kWh), E ECurrent(kWh),SHREDDED(kg),ZORBA(kg),INOX(kg),CUFe(kg),FLUFF(kg),TIME AVAIL(min),FUCHS BREAKDOWN,BIG PIECES,BLOCKING,2nd PROCESSING OF RUBBISH FROM MOTORS,NO SCRAP IN FEEDING AREA into machine(break change of material etc.),NO ELECTRICAL POWER,NO SCRAP IN THE PLANT OR PROPER MIX,SCALE,START-FINISH TIME,MECHANICAL,ELECTRICAL,ELECTRONIC,FIRE - EXPLOSION,BELTS PROBLEMS,HAMMERS AND FACING PROBLEMS,HYDRAULICS,OTHER,40000,40001,40002,40003,40004,40005,40006,40008,40009,40011,40012,40016,40017,40018,40020,40021,40240,40242,40296,40297,70001
2389,   87,59580,670,175,225,24105,480,0,0,0,0,169,0,0,0,56,0,0,0,0,0,0,0,0,7885,12835,33660,12075,0,0,9500,0,      0,0,0,0,0,0,0,0,0,0,0,0,8800,
3173,  101,88320,1000,165,260,31555,480,0,0,0,0,41,0,0,0,59,24,0,0,0,0,0,0,0,7340,25495,60305,6625,0,0,10085,0,      0,0,0,0,0,0,0,0,0,0,0,0,11450,
3348,  107,77930,685,215,250,25075,510,0,0,50,0,30,0,0,0,60,0,0,0,0,0,0,0,0,23635,12100,37250,10005,0,0,11165,0,      0,0,2850,0,0,0,0,0,0,0,0,0,7150,
2948,  106,70855,570,265,310,17850,480,0,0,0,0,69,0,0,0,59,30,0,0,0,0,0,0,0,17425,18765,36650,9825,0,0,7185,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2615,   71,79765,400,160,175,18650,480,0,0,0,0,80,0,0,0,64,0,0,31,0,0,0,0,0,28205,18405,39930,9175,0,0,3435,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2703,  108,74340,555,185,190,20065,480,0,0,4,0,82,0,0,0,38,27,0,46,0,0,0,0,0,63830,9735,6610,8910,0,0,4700,0,      0,0,0,0,0,0,0,0,0,0,0,0,1550,
2642,  112,58160,540,170,190,26830,480,0,0,0,0,98,0,0,0,62,21,0,0,0,0,0,0,0,41015,9700,24655,4780,0,0,5740,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
882,   85,22730,11175,55,150,2450,480,0,0,43,180,30,0,0,0,56,0,0,71,0,3,0,0,0,0,0,0,0,0,0,0,0,  12475,16470,7485,0,0,4185,0,0,0,0,0,0,0,
1700,   67,15845,350,5,75,9280,480,5,0,0,0,90,0,0,0,128,0,0,111,0,0,0,0,0,0,0,25555,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3392,  105,66210,910,220,250,12665,660,49,0,0,0,62,0,0,12,64,10,0,66,0,0,0,0,0,9560,16730,9590,6905,0,0,2870,0,      0,0,0,0,0,0,0,0,0,0,0,0,34600,
1450,   61,22875,445,60,105,6500,480,0,0,0,0,157,0,0,55,83,0,0,0,0,0,0,0,0,0,7625,22360,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2840,   78,51985,675,100,205,15590,480,0,0,0,0,73,0,0,0,103,0,0,8,0,0,0,0,0,4090,2830,31710,10600,0,0,6875,0,      0,0,0,0,0,0,0,0,0,0,0,0,12450,
2193,   70,65520,740,50,180,19055,480,0,0,0,0,134,0,0,0,84,0,25,0,0,0,0,0,0,2245,22670,31615,17865,0,0,11150,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2906,   88,62715,950,25,165,26525,630,0,0,49,150,30,0,0,0,60,0,0,0,0,11,0,0,0,4580,8950,66615,10235,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3212,   82,79275,825,55,250,31155,480,35,0,0,0,30,0,0,0,63,0,0,0,0,0,0,0,0,4505,15125,30470,5410,0,0,10550,0,      0,0,0,0,0,0,0,0,0,0,0,0,45500,
1705,   73,34190,0,0,0,13650,570,10,0,225,0,30,0,0,0,5,0,0,140,0,0,0,0,0,2435,8555,29355,3990,0,0,3505,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
6267,  147,76915,710,50,200,27680,480,28,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,5635,5580,94340,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2068,   65,75805,550,70,185,25965,480,0,3,59,0,43,0,0,0,66,30,11,0,0,0,0,0,0,0,0,90215,6260,0,0,6100,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2782,   90,86105,515,15,175,36525,480,0,0,0,0,114,0,0,0,66,0,0,0,0,0,0,0,0,7815,6595,97080,11845,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2179,   94,50750,305,70,175,20320,480,0,0,3,0,180,0,0,0,66,0,0,0,0,0,0,0,0,4045,7145,34845,5285,0,0,5540,0,      0,0,0,0,0,0,0,0,0,0,0,0,14760,
2533,   99,68590,385,95,65,23565,480,0,0,0,0,120,0,0,0,75,0,0,0,0,0,0,0,0,15730,5495,62275,4195,0,0,5005,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
969,   71,27045,21790,140,480,8590,570,0,0,0,270,107,0,0,0,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,28602,28073,0,3655,1150,0,0,0,0,0,0,0,
2801,   80,74715,555,150,310,21460,480,0,0,9,0,30,0,0,0,66,0,0,0,0,0,0,0,0,18310,8375,58845,8940,0,0,2720,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3160,   71,97360,500,115,375,37860,480,0,0,0,0,30,0,0,0,63,0,0,0,0,0,0,0,0,16650,9585,96130,7640,0,0,6205,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1628,   38,89535,335,110,0,27070,480,0,0,0,0,68,0,0,0,65,0,0,0,0,0,0,0,0,3160,9880,97630,6380,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2885,   74,54670,295,175,290,13395,480,13,0,118,0,30,0,0,0,62,0,0,0,0,0,0,0,0,16970,0,33635,8885,0,0,9335,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1956,   47,65025,380,110,260,18555,480,47,0,44,0,45,0,0,0,65,5,0,0,0,3,0,0,0,10420,15275,58635,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2789,   62,77875,360,105,270,28485,510,0,0,0,0,58,0,0,0,6,0,134,0,0,0,0,0,0,14480,0,80010,12605,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2435,   57,72510,360,110,285,24600,480,0,0,115,0,30,0,0,0,62,0,0,0,0,0,0,0,0,0,9745,72020,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,16100,
3019,  177,76865,455,55,320,24265,480,0,0,0,0,30,0,0,0,62,0,0,0,0,0,0,0,0,24645,6510,52275,7385,0,0,6395,0,      0,0,0,0,0,0,0,0,0,0,0,0,4750,
4175,  106,107125,650,160,575,43965,660,0,0,0,0,60,0,0,0,60,12,0,0,0,0,0,0,0,44950,8405,68950,14865,0,0,5405,0,      0,0,0,0,0,0,0,0,0,0,0,0,9900,
4175,  106,107125,650,160,575,43965,660,0,0,0,0,60,0,0,0,60,12,0,0,0,0,0,0,0,44950,8405,68950,14865,0,0,5405,0,      0,0,0,0,0,0,0,0,0,0,0,0,9900,
3018,   90,70095,455,95,410,31475,480,0,0,0,0,30,0,0,19,60,25,0,0,0,0,0,0,0,17995,0,54665,10805,0,0,5765,0,      0,0,0,0,0,0,0,0,0,0,0,0,13300,
2719,   66,60755,425,110,400,18780,480,0,0,0,0,30,0,0,0,65,0,0,45,0,0,0,0,0,3425,23940,48310,0,0,0,4795,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2944,   65,68455,375,65,235,25265,480,0,0,0,0,30,0,0,0,64,0,0,0,0,0,0,0,0,16440,0,66750,4315,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6890,
2968,   66,67655,370,75,260,24495,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,16930,9280,48590,8625,0,0,9430,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2685,   58,60525,405,60,255,27575,480,56,0,0,0,30,0,0,0,63,10,0,0,0,0,0,0,0,18030,14535,36870,5775,0,0,4110,0,      0,0,0,0,0,0,0,0,0,0,0,0,9500,
1149,   70,33000,15790,790,460,6180,510,122,0,18,0,30,0,0,0,106,0,59,0,0,15,0,0,0,0,0,0,0,0,0,0,0,      0,23795,30705,0,5420,480,0,0,0,0,0,0,0,
2834,   76,78035,745,125,485,25960,480,0,0,0,0,30,0,0,0,63,0,0,0,0,0,0,0,0,24900,9910,56820,11720,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,2000,
3127,  104,73730,335,145,305,23040,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,19315,15740,58755,0,0,0,3745,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2912,   71,63485,315,85,320,22645,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,30930,16235,23505,10145,0,0,6035,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2912,   71,63485,315,85,320,22645,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,30930,16235,23505,10145,0,0,6035,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1711,   61,37740,370,65,240,14540,480,0,0,0,0,30,0,0,0,6,179,0,0,0,47,0,0,0,9600,20320,6490,3445,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,13100,
2375,   68,64895,0,150,345,19330,540,0,0,0,0,57,0,0,0,67,60,0,73,0,0,0,0,0,37310,10215,15690,5385,0,0,9320,0,      0,0,0,0,0,0,0,0,0,0,0,0,6800,
3098,   97,81750,0,125,420,28610,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,37840,20100,23775,14080,0,0,7010,0,      0,0,0,0,0,0,0,0,0,0,0,0,8100,
2846,   67,76630,0,235,465,25920,480,0,0,0,0,50,0,0,0,64,0,0,0,0,0,0,0,0,61330,10050,8080,11590,0,0,5320,0,      0,0,0,0,0,0,0,0,0,0,0,0,6880,
1057,   64,42410,13175,280,1140,7875,480,0,0,0,0,77,0,0,0,178,0,0,0,36,38,0,0,0,0,0,0,0,0,0,0,0,      0,26900,38005,0,5170,395,0,0,0,0,0,0,0,
2955,   77,66110,0,175,570,21490,480,0,0,0,56,30,0,0,0,65,0,0,0,0,0,0,0,0,28390,18075,11945,8935,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,21000,
3192,   67,72875,0,145,280,23825,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,19205,7415,21520,26795,0,0,6860,0,      0,0,0,0,0,0,0,0,0,0,0,0,15330,
1195,   44,14960,0,30,55,4100,480,0,0,255,0,30,0,0,0,81,0,4,0,0,0,0,0,0,0,6960,12185,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2803,   67,72000,0,195,330,26310,480,13,0,0,0,30,0,0,0,62,31,0,0,0,0,0,0,0,47700,11655,8550,0,11800,0,12480,0,      0,0,0,0,0,0,0,0,0,0,0,0,6650,
2957,   71,88480,0,275,405,24630,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,19530,15120,34120,36575,4040,0,4405,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3007,   67,77640,0,225,425,15685,600,0,0,6,0,150,0,0,0,66,0,0,0,0,0,0,0,0,45735,14075,25035,4960,0,0,4170,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3185,  101,76310,0,185,370,19880,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,39745,10000,24900,9870,3750,0,8480,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2935,   75,78240,0,165,400,23755,480,0,0,0,0,30,0,0,0,66,0,0,3,0,0,0,19,0,59700,18100,3840,7300,7435,0,6185,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2412,   70,47240,295,130,275,14450,480,0,0,0,0,30,0,0,0,66,105,0,0,0,0,0,0,0,4725,5395,0,12420,22550,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,17300,
2837,   73,78195,810,215,335,24435,480,0,0,6,0,30,0,0,0,66,0,0,9,0,0,0,0,0,12110,0,51720,12160,9270,0,12630,0,      0,0,0,0,0,0,0,0,0,0,0,0,6100,
856,   38,24890,13790,455,440,9725,480,0,0,0,0,122,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  10165,21805,19805,0,1310,295,0,0,0,0,0,0,0,
2059,   50,40910,545,100,190,13300,480,30,30,0,0,165,0,0,0,6,35,0,0,0,0,0,0,0,0,6085,0,8575,11985,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,28400,
2991,   74,67200,665,130,505,19185,480,0,0,0,0,45,0,0,0,64,0,0,0,0,0,0,0,0,21600,8000,43545,0,14540,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3242,   70,67195,375,185,270,24305,480,0,0,0,0,45,0,0,0,64,0,0,0,0,0,0,0,0,43690,0,6930,18165,14080,0,9465,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3130,   78,78800,645,275,375,20600,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,18430,16050,0,23585,19210,0,11370,0,      0,0,0,0,0,0,0,0,0,0,0,0,12050,
2543,   71,54270,420,130,320,19765,480,0,0,0,0,126,0,0,0,66,0,0,0,0,0,0,0,0,26305,0,25700,0,11870,0,11030,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2982,   76,68150,1035,160,540,22200,480,0,0,0,0,30,0,0,0,64,0,0,0,0,0,0,0,0,22500,11360,0,16300,11745,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,30180,
2651,   72,46730,2220,155,395,17840,480,33,0,0,0,30,0,0,0,71,0,0,0,0,0,0,0,0,3355,12230,0,11065,18290,0,15600,0,      0,0,0,0,0,0,0,0,0,0,0,0,6800,
3127,   74,55980,580,210,245,18805,480,0,0,0,0,30,0,0,0,61,0,0,0,0,0,0,0,0,21505,4545,11235,11075,19545,0,7915,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3077,   75,46360,755,135,390,15215,480,0,0,0,0,50,0,0,0,63,0,0,0,0,0,0,0,0,14745,9460,20690,6990,10970,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2881,   67,59205,1025,160,470,21350,480,0,0,0,0,30,0,0,0,66,20,0,0,0,0,0,0,0,19210,5995,24350,10455,10435,0,3065,0,      0,0,0,0,0,0,0,0,0,0,0,0,8700,
2820,   78,57500,625,150,435,22375,510,0,0,13,0,30,0,0,0,95,0,0,0,0,0,0,0,0,21770,9450,0,9100,10465,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,30300,
1382,   63,54855,30805,330,945,10430,480,0,0,6,0,65,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,58895,37550,0,7330,1590,0,0,0,0,0,0,0,
3032,   83,48180,400,80,375,17755,660,0,0,0,0,127,0,0,50,65,78,0,0,0,0,0,0,0,0,8895,45075,12820,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4050,  107,63040,435,130,410,20535,660,0,0,0,0,45,0,0,0,66,0,0,0,0,0,0,0,0,24130,0,47705,0,3905,0,8810,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2732,   75,51330,555,175,310,15230,510,0,0,0,0,30,0,0,0,65,0,0,15,0,0,30,0,0,0,0,0,7980,10470,0,4380,0,      0,0,0,0,0,0,0,0,0,0,0,0,44770,
3811,  101,94050,680,190,430,26320,660,0,0,0,0,52,0,0,0,66,7,0,0,0,93,0,0,0,36260,17585,45790,0,14325,0,7710,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3865,  115,83370,525,200,430,26350,660,0,0,0,0,45,0,0,107,77,0,0,0,0,0,0,0,0,39615,9110,23050,11280,27820,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2804,   72,65460,335,150,255,17380,510,0,0,0,0,30,0,0,0,83,8,30,5,0,0,0,0,0,25240,0,14800,17245,8135,0,8970,0,      0,0,0,0,0,0,0,0,0,0,0,0,9190,
5403,  152,76365,410,195,280,19240,480,0,0,0,0,50,0,0,0,65,0,0,5,0,0,0,0,0,9425,6455,23780,12235,19175,0,0,0,      0,0,22600,0,0,0,0,0,0,0,0,0,2820,
3980,  102,86880,435,145,400,32275,660,0,0,0,0,45,0,0,0,64,9,0,0,0,0,0,0,0,18830,0,54435,11300,22045,0,8425,0,      0,0,0,0,0,0,0,0,0,0,0,0,5100,
3217,   95,77575,330,150,365,42845,660,0,0,0,0,217,0,0,0,74,0,9,0,0,0,0,0,0,42895,0,46105,16380,15885,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
5580,  162,36505,3405,135,275,17575,660,0,0,0,0,122,0,0,0,121,0,0,5,0,202,0,0,0,21705,10250,0,0,0,0,9990,0,      0,14115,0,0,805,2050,0,0,0,0,0,0,0,
1505,   42,29090,670,70,200,13790,660,0,0,0,0,110,0,0,0,73,279,0,0,0,0,0,0,0,15175,6265,22380,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3450,   89,55270,3190,35,275,18135,600,0,0,4,0,52,0,0,0,63,0,0,0,0,0,0,0,0,0,6900,57890,9405,0,0,0,0,      0,0,0,0,0,2710,0,0,0,0,0,0,0,
2965,   94,49905,1345,40,210,25110,600,18,0,63,0,30,0,0,0,60,42,0,0,0,0,0,0,0,0,0,11380,9585,0,0,5300,0,      0,0,0,0,0,1475,0,0,0,0,0,0,48870,
4270,  119,108805,745,105,375,38435,660,0,0,0,0,51,0,0,0,61,0,0,0,0,31,0,0,0,36435,10355,61910,9655,0,0,4450,0,      0,0,0,0,0,0,0,0,0,0,0,0,25660,
4775,  112,117755,900,150,425,58515,660,0,0,0,0,61,0,0,0,65,0,0,0,0,0,0,0,0,42030,13105,99005,4480,4465,0,4140,0,      0,0,0,0,0,0,0,0,0,0,0,0,10520,
3645,   97,75925,525,125,310,34780,660,0,0,0,0,165,0,0,0,66,0,0,0,0,0,0,0,0,19170,6590,27405,10805,15725,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,31970,
4010,  103,97735,1955,185,400,44410,660,0,0,0,0,72,0,0,0,66,0,50,0,0,0,0,0,0,39600,8360,58075,7235,19370,0,12045,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1175,   53,41665,18205,180,410,12640,600,0,0,0,0,355,0,0,0,59,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,      0,57819,19726,0,140,1125,0,0,0,0,0,0,0,
2435,   80,60115,570,155,370,19530,480,0,0,0,0,40,0,0,0,66,84,0,0,0,0,0,0,0,23420,12140,7905,11875,20450,0,0,0,      0,0,3185,0,0,1765,0,0,0,0,0,0,0,
2445,   68,49240,440,105,260,12475,480,0,0,0,0,63,0,0,0,114,0,0,0,0,0,0,0,0,4675,13360,20085,4300,7000,0,5500,0,      0,0,0,0,0,0,0,0,0,0,0,0,7600,
2285,   66,43110,0,0,250,18195,660,0,0,0,0,60,0,0,0,64,0,0,0,0,270,0,0,0,9015,6935,21080,9400,0,0,5625,0,      0,0,0,0,0,0,0,0,0,0,0,0,9500,
4150,  111,95370,0,0,400,30640,660,0,0,0,0,45,0,0,0,62,27,0,0,0,0,0,0,0,59830,5040,26060,11270,20230,0,3980,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3680,  127,82620,0,0,1115,31975,660,0,0,132,0,36,0,0,0,67,0,0,0,0,0,0,0,0,64620,6110,18705,7595,15255,0,3425,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3130,  117,76305,9540,0,0,27165,540,0,0,0,0,58,0,0,0,85,0,0,0,0,0,0,0,0,90839,6045,0,3960,0,0,3570,0,      0,0,0,0,0,2415,0,0,0,0,0,0,6181,
630,   41,11315,85,0,0,5745,330,0,0,0,0,160,0,0,0,59,49,0,0,0,0,0,0,0,470,4390,0,3770,0,0,3265,0,      0,0,0,0,0,0,0,0,0,0,0,0,5250,
3895,   80,49545,630,75,335,24365,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,4200,8235,40320,11395,5400,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5400,
1740,   82,68270,690,160,445,19870,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,12685,4160,12445,3970,42375,0,9760,0,      0,0,0,0,0,0,0,0,0,0,0,0,4040,
1300,   59,46685,20995,350,505,13630,480,0,0,0,0,38,0,0,0,94,137,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,      0,15920,59415,0,13020,450,0,0,0,0,0,0,0,
3645,   74,38845,270,75,240,12005,480,0,0,0,0,45,0,0,0,65,0,0,0,0,77,0,0,0,4385,2065,27690,9755,4180,0,3360,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2860,   71,49375,555,85,375,21925,480,0,0,0,0,30,0,0,0,64,0,0,0,0,9,0,0,0,8540,3295,39420,8590,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12470,
2910,   76,62235,675,235,395,19780,630,0,0,0,146,48,0,0,0,65,0,0,0,0,0,0,0,0,0,7040,13315,6155,40895,0,0,0,      0,0,0,0,0,1140,0,0,0,0,0,0,14775,
4510,  111,78195,730,150,505,20120,660,0,0,0,0,60,0,0,0,59,39,0,9,0,0,0,0,0,15360,2955,24225,10830,19250,0,11920,0,      0,0,0,0,0,1200,0,0,0,0,0,0,13960,
4350,  105,87760,535,265,485,26030,660,0,0,18,0,55,0,0,0,64,4,0,28,0,0,0,0,0,15095,5810,39530,8485,42550,0,3605,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3220,   75,60820,375,125,340,26210,660,0,0,0,0,40,0,0,0,65,0,0,0,0,191,0,0,0,17575,0,40425,7665,14985,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7220,
970,   37,35630,10800,95,295,5940,480,0,0,0,0,30,0,0,0,89,86,0,0,0,83,60,0,0,0,0,0,0,0,0,0,0,      0,23130,33760,0,0,0,0,0,0,0,0,0,0,
3360,  103,69200,1810,100,320,21440,660,56,0,0,0,55,0,0,0,57,5,0,0,0,15,0,130,0,2970,8005,25870,10045,28015,0,3515,0,      0,0,0,0,0,1100,0,0,0,0,0,0,13350,
3745,  108,83610,1590,65,365,30930,660,0,0,0,0,53,0,0,0,65,0,0,42,0,71,0,0,0,6395,0,56415,11720,29395,0,4790,0,      0,0,0,0,0,655,0,0,0,0,0,0,7190,
2840,   84,52815,275,55,280,20815,630,0,0,0,0,50,0,0,0,66,33,0,0,0,144,0,0,0,4405,10215,34335,10320,14965,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2335,   66,51290,205,75,260,18300,480,0,0,0,0,46,0,0,0,66,85,0,0,0,28,0,0,0,0,0,25485,0,39685,0,4960,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2730,   71,63010,305,95,290,20420,480,0,0,0,0,40,0,0,0,11,0,0,0,0,59,0,22,0,16335,7890,43065,9195,0,0,7635,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3900,  103,93910,490,155,415,34125,660,0,0,0,0,70,0,0,0,62,0,0,0,0,40,0,0,0,17125,6255,40585,17370,34005,0,9090,0,      0,0,0,0,0,0,0,0,0,0,0,0,4665,
0,  103,93910,490,155,415,34125,660,0,0,0,0,70,0,0,0,62,0,0,0,0,40,0,0,0,17125,6255,40585,17370,34005,0,9090,0,      0,0,0,0,0,0,0,0,0,0,0,0,4665,
1985,   95,21800,80,40,170,12325,600,0,0,238,0,166,0,0,0,6,0,0,0,0,0,0,0,0,0,2120,29085,3210,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2835,   73,51145,295,85,270,21630,480,0,0,0,0,30,0,0,0,59,10,0,0,0,0,0,0,0,6295,5895,15480,6555,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,39200,
3480,  104,54420,485,90,480,17200,660,0,0,0,0,54,0,0,0,60,0,32,0,0,71,0,0,0,0,6095,48360,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,18220,
3180,   86,58685,440,130,305,25235,600,0,0,0,0,58,0,0,0,65,22,0,0,0,15,0,69,0,19275,0,38195,6055,19190,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,2080,
3935,  127,15105,185,40,170,11295,570,0,0,15,0,69,0,0,0,36,60,20,60,0,60,0,90,0,0,4225,20675,1895,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2405,  101,39350,520,95,400,14975,660,0,0,150,0,79,0,0,0,65,0,0,77,0,0,0,0,0,0,0,15000,6440,21440,0,5420,0,      0,0,0,0,0,0,0,0,0,0,0,0,7040,
4010,  102,74190,505,175,370,22275,660,0,0,0,0,61,0,0,0,63,0,0,0,0,0,0,0,0,0,11365,4830,13400,61215,0,6705,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2375,   86,41065,385,60,430,16130,660,0,0,158,0,121,0,0,0,67,25,0,0,0,0,0,0,0,7415,10070,6830,7700,14090,0,11965,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2085,   71,33160,400,70,290,13285,570,0,0,0,0,130,0,0,0,65,119,0,0,0,0,0,0,0,8850,0,15035,10495,8880,0,3945,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2395,   79,34085,480,50,365,11715,480,0,0,0,0,30,0,0,0,62,109,0,0,0,0,0,0,0,2755,8370,13865,16655,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5050,
3805,  101,71020,885,80,695,22755,660,0,0,0,0,45,0,0,0,93,0,0,0,0,0,0,0,0,0,0,25730,4030,38165,0,17735,0,      0,0,0,0,0,0,0,0,0,0,0,0,9775,
1050,   35,17555,205,35,115,9350,480,0,0,0,0,210,0,0,0,56,55,0,20,0,0,0,0,0,4025,0,10110,6585,6540,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3865,  108,69665,700,190,490,27420,660,0,0,0,0,45,0,0,0,59,5,0,0,0,0,0,0,0,3855,0,35270,3595,37555,0,3590,0,      0,0,0,0,0,0,0,0,0,0,0,0,14600,
3815,  101,63770,635,160,340,25255,660,0,0,0,0,45,0,0,0,66,5,0,13,0,0,0,0,0,0,6525,46880,6825,23115,0,6815,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2760,   69,55510,545,80,285,27495,540,0,155,0,0,30,0,0,0,6,0,0,0,0,0,0,0,0,0,7260,30790,7875,37990,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1235,   70,25330,15515,170,360,10285,480,0,0,0,180,30,0,0,0,61,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,      0,28940,9625,0,12470,625,0,0,0,0,0,0,0,
0,   70,25330,15515,170,360,10285,480,0,0,0,180,30,0,0,0,61,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,      0,28940,9625,0,12470,625,0,0,0,0,0,0,0,
3690,  100,58595,475,150,295,13465,660,0,0,0,0,45,0,0,0,66,0,0,7,0,0,0,0,0,14350,6925,15185,13610,8755,0,8725,0,      0,0,0,0,0,0,0,0,0,0,0,0,5430,
5595,  148,49210,675,85,360,17050,660,0,0,71,0,55,0,0,0,67,0,0,103,0,0,0,0,0,18910,6240,14730,5300,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,22200,
2020,   54,48375,455,50,195,22625,480,0,0,0,0,30,0,0,0,139,47,0,11,0,0,0,0,0,37935,2435,0,0,24235,0,7095,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
